"Dataset","Source","Predator","PredatorWeight(g)","Prey","PreyWeight(g)","density2D(m2)","relativeDensity2D","density3D(m3)","relativeDensity3D","ForagingRate","DataType","SampleSize","DataNumber","Ratio"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4580,,15300,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5090,,17000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,7640,,25500,,1,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,8150,,27200,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,12200,,40700,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,15300,,50900,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,15800,,52600,,9,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16300,,54300,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16800,,56000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,17300,,57700,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,21900,,73000,,2,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,22400,,74700,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5090,,17000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,26000,,86600,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,26500,,88300,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,29500,,98500,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,31600,,105000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32600,,109000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,35700,,119000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,35700,,119000,,2,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,39700,,132000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,0,"RawData","random",,"#VALUE!"
102,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,11,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3570,,11900,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4070,,13600,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4070,,13600,,2,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4070,,13600,,5,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4580,,15300,,2,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5090,,17000,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,7130,,23800,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,7640,,25500,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,12200,,40700,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,12200,,40700,,4,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,12200,,40700,,17,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,13800,,45800,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,14800,,49200,,3,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,17300,,57700,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,17800,,59400,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,18300,,61100,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,24400,,81500,,1,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,26000,,86600,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,28500,,95100,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,30600,,102000,,1,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32100,,107000,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32600,,109000,,0,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,33600,,112000,,24,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,36700,,122000,,1,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,39200,,131000,,8,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40200,,134000,,5,"RawData","random",,"#VALUE!"
103,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,16,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3060,,10200,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3060,,10200,,2,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5600,,18700,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,6110,,20400,,9,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,9170,,30600,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,10200,,34000,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,12200,,40700,,12,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,13200,,44100,,1,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,15300,,50900,,15,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,15300,,50900,,1,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16300,,54300,,4,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16300,,54300,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16800,,56000,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,17300,,57700,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,21400,,71300,,7,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,22400,,74700,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,23900,,79800,,6,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,25500,,84900,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,27000,,90000,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,27000,,90000,,7,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32600,,109000,,18,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32600,,109000,,57,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,37700,,126000,,1,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,39700,,132000,,0,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40200,,134000,,15,"RawData","random",,"#VALUE!"
104,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40200,,134000,,27,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3060,,10200,,0,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3060,,10200,,3,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3570,,11900,,4,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4070,,13600,,0,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,4580,,15300,,0,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5090,,17000,,2,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,6110,,20400,,2,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,10200,,34000,,3,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,10700,,35700,,0,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,11700,,39000,,0,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,15800,,52600,,14,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16300,,54300,,13,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,18800,,62800,,0,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,18800,,62800,,14,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,22400,,74700,,6,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,22400,,74700,,16,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,22900,,76400,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,24400,,81500,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,25000,,83200,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,25000,,83200,,2,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,26000,,86600,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,29000,,96800,,33,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,31600,,105000,,13,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,36200,,121000,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,37200,,124000,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,37700,,126000,,16,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,37700,,126000,,21,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,39200,,131000,,11,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,38700,,129000,,1,"RawData","random",,"#VALUE!"
105,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5090,,17000,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5600,,18700,,1,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,6110,,20400,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,7130,,23800,,6,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,7640,,25500,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,8150,,27200,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,8150,,27200,,2,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,12200,,40700,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,14300,,47500,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16300,,54300,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,16800,,56000,,24,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,17800,,59400,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,17800,,59400,,3,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,18300,,61100,,6,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,19400,,64500,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,19900,,66200,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,23400,,78100,,21,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,23900,,79800,,2,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,25000,,83200,,12,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,26500,,88300,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,27500,,91700,,14,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,28000,,93400,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32100,,107000,,22,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,33600,,112000,,55,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,34600,,115000,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,35700,,119000,,0,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,39200,,131000,,1,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40200,,134000,,4,"RawData","random",,"#VALUE!"
106,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,17,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,2550,,8490,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3060,,10200,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,3570,,11900,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,5600,,18700,,7,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,9170,,30600,,1,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,15300,,50900,,5,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,18300,,61100,,8,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,18800,,62800,,32,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,19400,,64500,,26,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,19400,,64500,,1,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,19900,,66200,,1,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,20900,,69600,,1,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,24400,,81500,,11,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,24400,,81500,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,25000,,83200,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,25500,,84900,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,26000,,86600,,10,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,29000,,96800,,27,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,31100,,104000,,3,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32100,,107000,,10,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,32600,,109000,,17,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,33600,,112000,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,35100,,117000,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40200,,134000,,0,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,39700,,132000,,52,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40200,,134000,,35,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,22,"RawData","random",,"#VALUE!"
107,"Jones et al 2007 ENVIRON ENTOMOL","Lysiphlebus testaceipes",,"Schizaphis graminum",,40700,,136000,,0,"RawData","random",,"#VALUE!"
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,20000,,2,"RawData",3,1,0.333333333333333
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,40000,,3,"RawData",3,2,0.666666666666667
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,40000,,4,"RawData",3,2,0.666666666666667
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,80000,,3,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,80000,,7,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,80000,,8,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,120000,,6,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,120000,,4,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,120000,,10,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,160000,,4,"RawData",3,3,1
156,"Dick et al 2015 BIOL INVASIONS","Dikerogammarus haemobaphes",,"Chironomus spp.",0.02,,,160000,,5,"RawData",3,3,1
